Name,Category,Price,Quality
WarriorDragon,Deportes,31689,1
GalaxyEmpire,RPG,40344,19
GalaxyQuest,Simulacion,35158,4
QuestLegends,Estrategia,54920,31
QuestGalaxy,RPG,58011,98
WarriorDragon,Deportes,50592,94
QuestWarrior,Aventura,64348,39
WarriorEmpire,Accion,9208,68
LegendsDragon,RPG,50989,1
GalaxyDragon,Estrategia,42253,26
LegendsGalaxy,RPG,16715,20
WarriorDragon,Simulacion,6026,60
WarriorGalaxy,Aventura,60045,65
WarriorQuest,Accion,14334,54
GalaxyGalaxy,Estrategia,55851,48
WarriorQuest,Aventura,27408,29
EmpireEmpire,RPG,49804,30
QuestGalaxy,RPG,22336,97
LegendsLegends,Accion,1833,43
GalaxyLegends,Deportes,31138,43
QuestQuest,RPG,60821,93
WarriorQuest,RPG,64226,0
QuestWarrior,Simulacion,4773,21
LegendsEmpire,Aventura,387,23
LegendsGalaxy,Aventura,36682,89
WarriorQuest,Aventura,69873,27
EmpireWarrior,Simulacion,53109,63
EmpireQuest,Simulacion,27428,3
DragonQuest,RPG,60501,59
WarriorDragon,Aventura,55713,55
QuestLegends,Estrategia,15506,74
WarriorDragon,Simulacion,24581,42
WarriorEmpire,Deportes,64942,30
WarriorLegends,Estrategia,45431,1
DragonGalaxy,Aventura,2298,23
GalaxyGalaxy,Simulacion,46029,88
QuestWarrior,Estrategia,8190,19
LegendsLegends,RPG,16641,38
EmpireEmpire,Aventura,27130,73
GalaxyGalaxy,Aventura,39594,43
LegendsEmpire,Simulacion,22032,2
WarriorEmpire,Accion,62111,85
EmpireWarrior,Estrategia,40405,61
LegendsEmpire,Estrategia,65001,67
LegendsGalaxy,Deportes,15635,69
WarriorQuest,Accion,47510,11
LegendsGalaxy,RPG,42685,74
QuestEmpire,Aventura,46867,70
WarriorEmpire,RPG,43912,65
LegendsDragon,Deportes,25474,17
QuestGalaxy,Estrategia,64076,73
WarriorGalaxy,Simulacion,7452,25
QuestGalaxy,Simulacion,34744,86
QuestLegends,RPG,3713,99
LegendsLegends,Simulacion,69848,59
EmpireWarrior,Accion,68222,63
EmpireEmpire,Estrategia,23260,70
GalaxyQuest,Estrategia,62185,87
WarriorEmpire,Aventura,2503,12
DragonQuest,Estrategia,31730,46
WarriorQuest,Aventura,62399,79
LegendsEmpire,Accion,34433,41
LegendsLegends,RPG,11792,16
GalaxyQuest,Estrategia,51918,70
WarriorEmpire,Simulacion,37031,52
LegendsWarrior,Simulacion,12001,10
LegendsQuest,Deportes,55635,51
LegendsLegends,Aventura,2510,66
QuestQuest,Deportes,3889,5
GalaxyQuest,Deportes,4406,76
QuestQuest,Aventura,35555,28
DragonGalaxy,Aventura,9589,44
LegendsWarrior,Accion,42388,40
EmpireWarrior,RPG,12378,4
EmpireLegends,Estrategia,27533,41
LegendsLegends,Aventura,45364,88
EmpireDragon,Aventura,50490,63
LegendsGalaxy,Simulacion,48050,28
QuestDragon,Simulacion,11518,64
EmpireQuest,Aventura,52602,58
EmpireLegends,Accion,52961,46
WarriorDragon,Simulacion,12023,5
QuestGalaxy,Deportes,51427,62
GalaxyQuest,RPG,26272,30
EmpireEmpire,Aventura,2840,10
LegendsQuest,Accion,55682,98
GalaxyWarrior,Aventura,29580,29
GalaxyEmpire,Simulacion,11938,60
GalaxyLegends,Aventura,41634,67
DragonLegends,Aventura,63280,78
GalaxyGalaxy,Deportes,27995,96
DragonQuest,Aventura,32437,56
GalaxyQuest,RPG,66973,53
LegendsLegends,Deportes,66683,62
DragonEmpire,Aventura,48195,12
GalaxyEmpire,Estrategia,17308,23
LegendsEmpire,Accion,25117,5
QuestWarrior,Aventura,58283,96
LegendsGalaxy,Accion,39985,88
QuestEmpire,Simulacion,41142,77
LegendsDragon,Estrategia,38495,59
LegendsDragon,Deportes,31565,41
DragonQuest,RPG,14794,83
LegendsGalaxy,Simulacion,6240,99
GalaxyEmpire,Simulacion,69267,75
GalaxyGalaxy,Estrategia,68696,53
LegendsEmpire,RPG,26210,44
LegendsLegends,Aventura,46584,23
GalaxyWarrior,Estrategia,4378,4
QuestGalaxy,RPG,53352,38
DragonWarrior,RPG,57996,22
GalaxyLegends,Simulacion,48480,58
EmpireWarrior,RPG,164,90
GalaxyGalaxy,RPG,11469,26
GalaxyGalaxy,Estrategia,1844,60
WarriorQuest,Aventura,8305,29
GalaxyQuest,Deportes,57715,87
EmpireEmpire,Simulacion,14904,12
GalaxyGalaxy,RPG,38289,79
LegendsDragon,Estrategia,44977,61
QuestDragon,Simulacion,8495,99
LegendsDragon,RPG,39724,91
WarriorGalaxy,Deportes,2591,90
WarriorGalaxy,Simulacion,42001,46
EmpireDragon,RPG,58025,2
GalaxyEmpire,RPG,13602,3
QuestQuest,Simulacion,46843,43
GalaxyGalaxy,Simulacion,68257,6
WarriorGalaxy,Estrategia,31912,41
EmpireDragon,Accion,4779,18
WarriorQuest,Simulacion,9914,21
QuestDragon,Deportes,48642,72
QuestLegends,Simulacion,34740,72
DragonWarrior,Aventura,22501,74
GalaxyDragon,Deportes,13782,88
WarriorEmpire,RPG,65077,44
GalaxyGalaxy,Estrategia,35480,100
GalaxyWarrior,Simulacion,18767,73
QuestWarrior,RPG,22942,78
DragonGalaxy,Simulacion,18109,47
LegendsWarrior,Aventura,18540,15
DragonEmpire,Estrategia,47380,87
GalaxyGalaxy,Accion,39885,100
EmpireQuest,Aventura,8697,64
LegendsEmpire,Simulacion,55228,54
WarriorDragon,RPG,36507,17
GalaxyQuest,Accion,32079,76
QuestQuest,Estrategia,35072,64
EmpireWarrior,Estrategia,13904,48
EmpireEmpire,Accion,33759,96
DragonWarrior,Simulacion,16369,81
DragonLegends,Estrategia,61713,90
EmpireWarrior,Simulacion,22038,5
GalaxyLegends,Aventura,3591,75
GalaxyEmpire,Aventura,7994,6
GalaxyGalaxy,Estrategia,56818,16
EmpireGalaxy,RPG,53977,83
DragonGalaxy,Simulacion,52385,39
DragonLegends,Estrategia,41050,64
WarriorWarrior,Accion,47087,72
GalaxyWarrior,Aventura,17896,90
LegendsGalaxy,RPG,63345,92
LegendsGalaxy,Accion,50496,63
EmpireQuest,Estrategia,1777,87
DragonLegends,Aventura,22011,43
LegendsDragon,Deportes,38935,47
EmpireEmpire,Aventura,48617,54
GalaxyQuest,Aventura,40443,79
WarriorQuest,Deportes,44359,59
DragonQuest,RPG,44034,42
LegendsEmpire,RPG,46778,17
QuestEmpire,Deportes,23821,18
LegendsDragon,Aventura,31509,12
WarriorLegends,Estrategia,23138,60
WarriorDragon,Deportes,66481,61
LegendsGalaxy,Accion,46529,97
WarriorQuest,Simulacion,43893,47
WarriorEmpire,Accion,56071,46
GalaxyLegends,RPG,41469,77
EmpireGalaxy,Deportes,67206,92
GalaxyLegends,Deportes,959,28
LegendsGalaxy,Simulacion,3632,70
EmpireEmpire,Estrategia,56256,87
GalaxyEmpire,Accion,44962,20
LegendsEmpire,Estrategia,19464,93
LegendsDragon,Deportes,24960,54
DragonLegends,Deportes,60565,95
WarriorGalaxy,Simulacion,62140,96
QuestGalaxy,Simulacion,28010,81
QuestWarrior,Aventura,18568,12
WarriorLegends,RPG,14170,85
QuestLegends,Simulacion,55852,56
LegendsEmpire,RPG,7143,11
QuestQuest,Accion,15723,48
QuestGalaxy,Estrategia,20622,7
DragonLegends,Estrategia,62743,21
WarriorQuest,Deportes,7119,16
WarriorLegends,Estrategia,36149,19
GalaxyDragon,Accion,3002,25
LegendsGalaxy,RPG,65799,95
QuestEmpire,Simulacion,52862,48
DragonGalaxy,RPG,32205,69
QuestWarrior,Accion,30599,13
GalaxyEmpire,Aventura,42532,100
DragonEmpire,Simulacion,55981,16
EmpireEmpire,Accion,3692,14
DragonGalaxy,Estrategia,60708,16
QuestQuest,Deportes,3018,58
QuestGalaxy,RPG,35421,0
GalaxyGalaxy,Estrategia,24031,97
WarriorQuest,Accion,8576,11
GalaxyWarrior,Accion,59083,74
WarriorGalaxy,Simulacion,27294,38
QuestGalaxy,Estrategia,27845,39
DragonLegends,Aventura,37081,58
EmpireWarrior,Aventura,11246,12
EmpireEmpire,Deportes,69195,33
DragonGalaxy,Aventura,33654,84
GalaxyWarrior,Estrategia,54719,40
WarriorQuest,Aventura,12511,87
GalaxyLegends,Deportes,33280,38
DragonQuest,Simulacion,27958,49
WarriorEmpire,Estrategia,62524,10
DragonQuest,Accion,62074,1
QuestWarrior,Simulacion,59956,12
GalaxyEmpire,Simulacion,35971,10
QuestLegends,Aventura,13791,44
GalaxyQuest,RPG,5204,68
WarriorWarrior,Simulacion,59593,9
GalaxyLegends,Estrategia,64774,41
EmpireDragon,Accion,23587,68
GalaxyDragon,Simulacion,4527,100
QuestGalaxy,Estrategia,46881,15
EmpireDragon,Deportes,14429,70
EmpireQuest,Accion,14470,70
LegendsDragon,Accion,64290,84
WarriorGalaxy,Aventura,29136,25
WarriorDragon,Accion,67152,63
LegendsEmpire,Aventura,49344,54
QuestWarrior,Simulacion,55390,56
DragonWarrior,Deportes,53103,46
LegendsQuest,Deportes,9869,75
GalaxyQuest,RPG,2582,34
WarriorQuest,Simulacion,4091,28
GalaxyGalaxy,RPG,1794,81
GalaxyQuest,Simulacion,64752,71
LegendsGalaxy,Deportes,60939,39
LegendsEmpire,Simulacion,51192,30
LegendsGalaxy,Estrategia,47433,37
GalaxyQuest,Estrategia,29670,100
LegendsQuest,RPG,18636,22
DragonLegends,Estrategia,28777,44
LegendsGalaxy,RPG,11849,31
GalaxyWarrior,Simulacion,43863,85
GalaxyWarrior,Aventura,45614,61
QuestGalaxy,Accion,53073,93
QuestLegends,Deportes,66937,25
GalaxyQuest,Accion,44221,82
WarriorLegends,Simulacion,48463,94
WarriorWarrior,Simulacion,66909,75
LegendsWarrior,Simulacion,6363,96
QuestWarrior,RPG,12222,38
LegendsEmpire,Estrategia,19871,53
QuestWarrior,Deportes,29920,49
EmpireEmpire,Estrategia,20188,28
DragonEmpire,Simulacion,1144,49
LegendsLegends,RPG,36132,51
GalaxyQuest,Simulacion,16496,64
GalaxyQuest,Deportes,23696,33
LegendsQuest,Estrategia,50207,13
DragonEmpire,RPG,30007,27
QuestGalaxy,Estrategia,45702,15
DragonDragon,Estrategia,38644,60
LegendsLegends,Deportes,56126,22
DragonQuest,Accion,45328,52
QuestEmpire,Accion,54063,89
WarriorLegends,RPG,7289,99
EmpireLegends,Accion,39391,91
EmpireWarrior,Deportes,20513,9
EmpireLegends,Estrategia,41265,35
WarriorEmpire,Accion,68344,80
QuestDragon,Accion,26895,1
GalaxyLegends,Simulacion,48489,70
QuestGalaxy,Aventura,45771,20
EmpireQuest,Deportes,67607,56
EmpireGalaxy,Aventura,30988,86
GalaxyEmpire,Aventura,57458,57
GalaxyQuest,Simulacion,35970,25
EmpireWarrior,Aventura,61251,4
LegendsEmpire,Aventura,18086,3
QuestLegends,Simulacion,27768,95
EmpireLegends,RPG,69184,4
WarriorDragon,Estrategia,6430,91
DragonLegends,RPG,7020,20
LegendsDragon,Accion,37120,80
DragonGalaxy,Simulacion,20527,68
DragonWarrior,Estrategia,67472,23
WarriorLegends,Deportes,39594,95
QuestWarrior,Aventura,41667,63
QuestQuest,RPG,28002,68
DragonLegends,Simulacion,67593,73
LegendsDragon,RPG,32660,1
EmpireLegends,Estrategia,6255,53
DragonWarrior,Simulacion,46245,63
QuestDragon,Accion,31761,79
GalaxyGalaxy,Estrategia,18599,6
QuestEmpire,Deportes,3277,79
WarriorGalaxy,Deportes,2604,100
GalaxyLegends,Simulacion,9590,52
WarriorDragon,Simulacion,21555,93
LegendsEmpire,Deportes,58623,12
LegendsQuest,Deportes,65991,88
QuestQuest,Simulacion,40275,70
DragonLegends,Deportes,34434,76
WarriorDragon,Accion,29840,23
EmpireDragon,RPG,40632,6
LegendsGalaxy,Estrategia,3215,98
QuestGalaxy,Aventura,55726,29
GalaxyGalaxy,Aventura,28162,29
LegendsWarrior,Aventura,47371,89
QuestLegends,Simulacion,30141,24
QuestWarrior,RPG,32746,10
QuestEmpire,RPG,28011,83
DragonWarrior,Deportes,68158,88
DragonQuest,Deportes,48386,80
EmpireGalaxy,RPG,26246,9
QuestWarrior,RPG,88,96
QuestDragon,Accion,35770,92
DragonWarrior,Aventura,21792,90
DragonGalaxy,Accion,27356,3
EmpireWarrior,Simulacion,36285,59
GalaxyQuest,RPG,25988,80
WarriorQuest,Estrategia,58425,8
LegendsGalaxy,Estrategia,17535,32
GalaxyLegends,RPG,12432,67
EmpireQuest,Simulacion,36768,70
WarriorDragon,Accion,43351,40
DragonQuest,Deportes,36591,11
WarriorEmpire,Accion,9031,1
QuestWarrior,Simulacion,39625,42
LegendsDragon,Aventura,14637,68
DragonDragon,Simulacion,39140,16
EmpireWarrior,Accion,32880,29
EmpireGalaxy,Estrategia,28826,25
QuestGalaxy,Simulacion,58750,2
DragonLegends,Deportes,9332,72
QuestLegends,Aventura,38642,16
DragonQuest,Simulacion,61501,71
QuestQuest,Simulacion,20741,39
GalaxyGalaxy,Estrategia,35290,96
QuestWarrior,Estrategia,69597,8
LegendsEmpire,Simulacion,22783,71
GalaxyDragon,Deportes,69498,30
DragonDragon,Accion,5391,78
GalaxyWarrior,Accion,16213,54
EmpireQuest,Deportes,35545,98
WarriorLegends,Aventura,41172,84
DragonQuest,RPG,61305,80
QuestDragon,Simulacion,49460,98
GalaxyDragon,Estrategia,26912,16
GalaxyQuest,Simulacion,18607,26
QuestEmpire,Aventura,48033,32
WarriorGalaxy,Deportes,10131,90
GalaxyWarrior,Estrategia,34585,55
DragonEmpire,Deportes,293,55
WarriorEmpire,Simulacion,42179,81
GalaxyLegends,RPG,68795,12
EmpireQuest,Accion,20924,95
WarriorQuest,RPG,39025,75
WarriorQuest,Deportes,12646,58
QuestGalaxy,Accion,30878,0
QuestEmpire,RPG,29469,7
DragonQuest,Simulacion,67159,81
QuestLegends,Estrategia,27904,47
DragonQuest,Estrategia,26327,27
WarriorDragon,Accion,57586,52
GalaxyWarrior,Aventura,37989,92
QuestQuest,Simulacion,56622,62
QuestGalaxy,Simulacion,53477,25
WarriorGalaxy,RPG,39322,36
WarriorDragon,Simulacion,7393,53
WarriorGalaxy,Estrategia,20769,67
DragonGalaxy,Accion,63484,20
WarriorWarrior,RPG,11656,92
LegendsEmpire,Estrategia,45002,26
DragonEmpire,Simulacion,57570,28
QuestWarrior,Estrategia,36749,83
LegendsQuest,Accion,42534,97
QuestLegends,Estrategia,52859,36
QuestQuest,Aventura,4645,56
LegendsGalaxy,Accion,60175,18
DragonQuest,Estrategia,47218,10
QuestGalaxy,Estrategia,43625,36
GalaxyEmpire,Aventura,22150,65
GalaxyGalaxy,Accion,34508,76
EmpireDragon,Simulacion,58759,54
WarriorQuest,Aventura,55726,78
DragonLegends,Simulacion,9798,83
WarriorEmpire,Accion,34998,97
GalaxyWarrior,Accion,52369,14
DragonLegends,Simulacion,8387,82
DragonDragon,RPG,65592,45
QuestQuest,Accion,13789,40
QuestWarrior,RPG,53509,26
EmpireQuest,Simulacion,25252,78
QuestGalaxy,Estrategia,39789,76
EmpireGalaxy,Simulacion,52406,93
EmpireEmpire,Deportes,49303,30
QuestGalaxy,Deportes,53259,83
QuestDragon,Aventura,41058,86
LegendsLegends,Accion,18175,26
EmpireLegends,RPG,8644,84
EmpireWarrior,RPG,20103,68
WarriorDragon,Simulacion,3378,95
DragonEmpire,Simulacion,7344,15
DragonEmpire,RPG,14034,83
LegendsDragon,Deportes,64932,75
LegendsWarrior,Simulacion,7824,81
WarriorEmpire,Aventura,1884,98
DragonQuest,Aventura,47004,34
GalaxyQuest,Simulacion,1260,32
EmpireDragon,Aventura,17776,28
LegendsGalaxy,Estrategia,46541,33
WarriorEmpire,Aventura,19636,70
QuestGalaxy,Aventura,36726,59
WarriorEmpire,Estrategia,13502,54
LegendsQuest,Aventura,48764,92
EmpireWarrior,Deportes,4483,44
GalaxyLegends,RPG,23725,48
WarriorEmpire,Deportes,57140,9
GalaxyQuest,Estrategia,45259,41
DragonEmpire,Aventura,6804,33
QuestDragon,Deportes,11418,82
QuestWarrior,Simulacion,13865,47
QuestGalaxy,Simulacion,57344,10
QuestLegends,Deportes,22276,81
EmpireWarrior,Accion,9750,12
DragonGalaxy,Estrategia,20322,24
DragonWarrior,Deportes,21532,32
EmpireQuest,Simulacion,65887,93
LegendsGalaxy,RPG,19271,77
DragonWarrior,Aventura,69143,36
DragonWarrior,Simulacion,27865,33
LegendsEmpire,Deportes,55583,55
DragonWarrior,Aventura,54919,84
DragonQuest,RPG,2748,11
WarriorDragon,Deportes,43967,85
WarriorGalaxy,RPG,16099,28
DragonQuest,Aventura,60938,2
WarriorLegends,Deportes,53,10
WarriorWarrior,Accion,63279,78
QuestQuest,Simulacion,36815,81
LegendsWarrior,Aventura,24762,57
LegendsGalaxy,Simulacion,18345,84
QuestDragon,RPG,36258,87
WarriorWarrior,Aventura,3377,56
EmpireWarrior,Estrategia,29426,47
WarriorQuest,Deportes,53364,2
EmpireGalaxy,RPG,69783,6
WarriorWarrior,Accion,66362,7
EmpireQuest,Deportes,68075,52
DragonQuest,Aventura,33684,82
GalaxyLegends,Accion,64842,33
LegendsDragon,Simulacion,34279,8
GalaxyQuest,Aventura,37626,76
WarriorGalaxy,Aventura,49183,52
EmpireEmpire,RPG,59470,46
GalaxyLegends,Simulacion,26920,41
GalaxyWarrior,Accion,6236,7
WarriorDragon,Deportes,54862,25
WarriorEmpire,Simulacion,29344,26
DragonWarrior,Simulacion,8922,83
WarriorEmpire,Estrategia,17041,75
WarriorQuest,RPG,60672,11
WarriorQuest,Deportes,46485,74
GalaxyQuest,Accion,31011,25
QuestGalaxy,Estrategia,28495,31
QuestEmpire,Accion,48911,80
GalaxyLegends,Estrategia,65735,36
DragonEmpire,Accion,4060,24
QuestDragon,Estrategia,61271,90
WarriorGalaxy,Aventura,38407,51
DragonDragon,Aventura,55806,32
GalaxyWarrior,Simulacion,14548,86
LegendsWarrior,Estrategia,25271,78
GalaxyGalaxy,Estrategia,26335,63
LegendsLegends,Aventura,12022,2
LegendsDragon,Deportes,25349,65
GalaxyGalaxy,Simulacion,26514,78
EmpireWarrior,Estrategia,60155,84
WarriorEmpire,RPG,57276,35
QuestLegends,Deportes,45591,57
WarriorEmpire,Estrategia,31759,90
EmpireGalaxy,Accion,20753,4
EmpireLegends,RPG,6834,9
WarriorWarrior,Simulacion,63862,13
WarriorQuest,Aventura,24483,95
EmpireLegends,Accion,48601,40
QuestDragon,Deportes,47609,28
DragonDragon,Simulacion,33465,19
LegendsLegends,Estrategia,58083,3
DragonLegends,Estrategia,43645,99
QuestDragon,Estrategia,24366,17
QuestLegends,Deportes,19616,54
LegendsLegends,RPG,54310,98
WarriorGalaxy,Simulacion,22737,99
GalaxyEmpire,Simulacion,13365,39
GalaxyEmpire,Simulacion,33595,35
EmpireWarrior,Deportes,10347,75
DragonDragon,Simulacion,5828,74
DragonQuest,Simulacion,10617,47
LegendsDragon,Accion,65053,97
DragonEmpire,Aventura,40884,60
DragonLegends,Deportes,69783,21
GalaxyQuest,RPG,25811,72
DragonQuest,Deportes,44252,27
EmpireWarrior,RPG,58901,25
WarriorEmpire,Deportes,35564,90
LegendsEmpire,Aventura,8277,50
QuestWarrior,Deportes,25321,91
WarriorEmpire,Simulacion,54206,34
EmpireQuest,Deportes,19154,46
QuestGalaxy,Accion,26528,78
QuestDragon,Accion,17254,34
WarriorWarrior,Aventura,22431,18
EmpireDragon,Estrategia,25103,86
QuestEmpire,Aventura,48661,31
QuestLegends,RPG,37781,27
WarriorDragon,Aventura,17548,20
EmpireQuest,Aventura,55836,36
LegendsWarrior,RPG,25189,65
QuestGalaxy,Deportes,36085,39
LegendsWarrior,RPG,11061,64
LegendsEmpire,Estrategia,27847,21
GalaxyLegends,Accion,56263,90
DragonWarrior,Simulacion,66500,65
DragonGalaxy,Aventura,33641,18
DragonWarrior,Estrategia,22167,86
LegendsDragon,Simulacion,48611,87
DragonLegends,Aventura,28358,95
GalaxyDragon,Aventura,16118,28
EmpireEmpire,Estrategia,16433,19
DragonEmpire,Aventura,5693,32
GalaxyLegends,Simulacion,11530,34
GalaxyGalaxy,Aventura,16169,93
WarriorWarrior,RPG,58008,81
GalaxyLegends,RPG,56038,2
GalaxyWarrior,RPG,13707,32
GalaxyEmpire,Estrategia,3940,66
EmpireGalaxy,Aventura,51039,100
LegendsEmpire,Deportes,51485,89
DragonGalaxy,Deportes,44875,100
QuestDragon,Accion,15452,65
GalaxyQuest,RPG,12507,79
QuestWarrior,Accion,40722,75
DragonLegends,Estrategia,19056,66
WarriorDragon,Simulacion,11331,99
LegendsWarrior,Accion,54901,88
DragonGalaxy,Aventura,66712,8
EmpireQuest,Estrategia,10117,24
EmpireLegends,Estrategia,41741,84
EmpireQuest,RPG,30981,53
WarriorDragon,Estrategia,8207,43
QuestGalaxy,Aventura,43499,34
QuestDragon,RPG,23814,15
QuestQuest,Accion,49596,91
DragonLegends,Estrategia,50843,9
LegendsQuest,Accion,48576,23
EmpireWarrior,RPG,42993,82
EmpireQuest,Estrategia,20423,54
WarriorQuest,Deportes,53488,99
EmpireGalaxy,Aventura,10719,12
EmpireDragon,Aventura,51590,49
WarriorGalaxy,Accion,40015,51
LegendsWarrior,Simulacion,12614,2
QuestEmpire,Accion,65339,87
QuestDragon,Estrategia,52513,63
QuestQuest,Aventura,45315,49
WarriorWarrior,Deportes,47961,40
EmpireLegends,Accion,67608,46
DragonWarrior,RPG,6849,31
DragonEmpire,RPG,64871,13
LegendsEmpire,Estrategia,3370,10
LegendsEmpire,Deportes,26320,100
LegendsEmpire,RPG,19871,14
DragonGalaxy,Deportes,68503,2
DragonQuest,Aventura,45059,14
WarriorWarrior,RPG,25316,39
DragonWarrior,Accion,2941,74
LegendsGalaxy,Estrategia,27710,85
DragonEmpire,Deportes,5862,29
QuestGalaxy,Deportes,50607,57
QuestDragon,RPG,58372,50
GalaxyEmpire,Accion,69475,20
GalaxyEmpire,Accion,18210,78
GalaxyGalaxy,RPG,55156,89
QuestEmpire,Deportes,49104,58
LegendsGalaxy,Estrategia,67555,79
DragonWarrior,Estrategia,32369,93
GalaxyEmpire,RPG,66229,37
GalaxyGalaxy,RPG,49110,32
QuestLegends,Estrategia,36932,20
QuestGalaxy,Aventura,11488,3
GalaxyQuest,Deportes,41519,30
QuestGalaxy,Deportes,25843,46
WarriorEmpire,Accion,25460,89
GalaxyGalaxy,Estrategia,69530,83
LegendsEmpire,RPG,50437,5
QuestGalaxy,Aventura,33514,38
WarriorWarrior,Simulacion,51761,84
EmpireDragon,Simulacion,67520,71
GalaxyLegends,RPG,310,7
EmpireWarrior,Estrategia,30083,74
GalaxyLegends,Accion,8843,98
EmpireWarrior,Simulacion,10951,24
GalaxyQuest,Estrategia,65084,39
EmpireGalaxy,Accion,51623,52
DragonEmpire,Deportes,7865,80
WarriorLegends,Accion,21547,52
WarriorEmpire,Aventura,69435,81
EmpireLegends,Accion,16218,53
QuestDragon,Deportes,39777,40
WarriorDragon,Estrategia,3830,47
EmpireGalaxy,Simulacion,20322,40
WarriorLegends,RPG,39560,16
LegendsEmpire,Aventura,29464,74
EmpireQuest,Deportes,55373,52
QuestWarrior,Estrategia,3517,6
QuestEmpire,Accion,24997,1
DragonLegends,Estrategia,1891,88
LegendsQuest,Simulacion,68570,1
QuestQuest,RPG,3207,11
WarriorWarrior,RPG,11214,59
EmpireWarrior,Accion,14088,57
WarriorWarrior,Simulacion,48466,24
EmpireEmpire,Simulacion,1274,20
WarriorEmpire,Deportes,48133,65
QuestDragon,Simulacion,37644,52
LegendsEmpire,Estrategia,69805,16
DragonLegends,Accion,58564,55
GalaxyWarrior,Deportes,35982,73
GalaxyWarrior,Simulacion,45980,59
GalaxyLegends,Simulacion,53715,52
DragonLegends,Deportes,5448,80
WarriorWarrior,Simulacion,31221,43
DragonLegends,Simulacion,65544,69
DragonDragon,Deportes,61418,97
LegendsWarrior,RPG,34258,22
QuestGalaxy,RPG,35190,16
EmpireLegends,Aventura,33378,59
QuestWarrior,Accion,62032,17
EmpireGalaxy,Estrategia,7560,77
QuestDragon,Aventura,41718,7
GalaxyQuest,Estrategia,47921,55
GalaxyQuest,Deportes,1515,82
LegendsEmpire,Deportes,20284,91
DragonQuest,Accion,44053,40
QuestEmpire,RPG,69518,23
EmpireEmpire,Accion,35009,58
EmpireQuest,Aventura,8310,31
EmpireQuest,Accion,58403,6
WarriorDragon,Deportes,2657,55
DragonDragon,Deportes,33251,67
WarriorWarrior,Accion,46983,82
QuestLegends,Deportes,48603,16
EmpireQuest,Aventura,38210,42
WarriorDragon,RPG,24534,46
LegendsDragon,Accion,48097,79
EmpireLegends,Accion,68745,78
QuestGalaxy,Aventura,46701,78
DragonGalaxy,Deportes,18568,95
EmpireQuest,Accion,8103,94
EmpireWarrior,Accion,11458,95
DragonQuest,Estrategia,19529,74
DragonWarrior,Estrategia,62176,42
EmpireQuest,Accion,7296,7
DragonDragon,Deportes,6894,31
WarriorGalaxy,Accion,32378,3
WarriorGalaxy,Accion,52715,43
EmpireDragon,Simulacion,33708,40
LegendsEmpire,RPG,15827,30
DragonLegends,Estrategia,63862,37
EmpireQuest,Simulacion,55451,6
LegendsQuest,Deportes,32915,31
QuestEmpire,Simulacion,27018,20
LegendsDragon,Estrategia,66178,83
EmpireLegends,Deportes,11448,96
EmpireEmpire,Aventura,67893,8
QuestQuest,Accion,46663,66
WarriorGalaxy,Deportes,13642,83
WarriorWarrior,Deportes,40135,1
GalaxyEmpire,Simulacion,29844,79
DragonLegends,Simulacion,31014,88
LegendsLegends,RPG,63484,26
GalaxyGalaxy,RPG,29437,71
DragonQuest,Deportes,8485,33
QuestEmpire,Simulacion,62603,32
DragonEmpire,Accion,17606,7
GalaxyGalaxy,Accion,53945,82
DragonDragon,Accion,11674,21
EmpireWarrior,Accion,15770,37
QuestEmpire,Aventura,20443,78
GalaxyEmpire,Aventura,63600,44
WarriorDragon,Aventura,18075,28
EmpireLegends,Deportes,3815,83
QuestWarrior,Simulacion,28020,13
EmpireDragon,Estrategia,46743,80
WarriorDragon,Simulacion,5723,42
WarriorGalaxy,Aventura,23953,51
EmpireDragon,RPG,51974,43
WarriorWarrior,Accion,54122,11
QuestEmpire,Accion,22122,17
DragonLegends,Estrategia,66028,77
GalaxyDragon,RPG,48988,82
GalaxyEmpire,RPG,21154,86
GalaxyDragon,Aventura,5074,34
EmpireGalaxy,Estrategia,27241,53
WarriorQuest,Simulacion,20214,33
GalaxyGalaxy,Accion,25986,25
WarriorDragon,Accion,26590,75
DragonQuest,Accion,20990,60
EmpireGalaxy,Aventura,4460,12
EmpireLegends,Deportes,54474,93
GalaxyLegends,Estrategia,2120,35
EmpireGalaxy,Deportes,2467,86
QuestWarrior,Accion,5710,89
QuestQuest,Aventura,27923,61
QuestDragon,Simulacion,56748,48
QuestLegends,Aventura,42144,93
LegendsEmpire,RPG,45528,91
QuestDragon,Aventura,45649,57
LegendsGalaxy,Accion,64075,81
WarriorLegends,RPG,31789,51
WarriorEmpire,RPG,22630,2
GalaxyGalaxy,RPG,17297,68
WarriorDragon,Simulacion,4538,11
LegendsDragon,Aventura,58229,67
GalaxyEmpire,RPG,48506,86
WarriorWarrior,RPG,8208,57
WarriorEmpire,Aventura,11018,86
QuestLegends,Estrategia,66529,73
EmpireDragon,Estrategia,10320,100
QuestGalaxy,Estrategia,67380,76
LegendsDragon,Aventura,14726,15
DragonWarrior,Deportes,54786,99
WarriorLegends,Deportes,43609,12
LegendsWarrior,Simulacion,21302,19
WarriorLegends,Aventura,48018,70
WarriorWarrior,Deportes,54678,80
WarriorWarrior,Simulacion,60539,18
WarriorDragon,Estrategia,65491,58
QuestWarrior,RPG,8986,94
DragonQuest,Aventura,41715,76
